"ACQDATE","ACQYEAR","ASSISTED_PAYOUT_FLAG","BANK_INSURED","CERT","CHANGECODE","CHANGECODE_DESC","CHANGECODE_DESC_LONG","CHARTAGENT","CHARTER_COM_TO_OTHER_FLAG","CHARTER_COM_TO_OTS_FLAG","CHARTER_OTHER_TO_COM_FLAG","CHARTER_OTS_TO_COM_FLAG","CLASS","CLASS_CHANGE_FLAG","CLASS_TYPE","CLASS_TYPE_DESC","CLCODE","CNTYNAME","CNTYNUM","EFFDATE","EFFYEAR","ENDDATE","ENDYEAR","ESTDATE","ESTYEAR","FAILED_COM_TO_COM_FLAG","FAILED_OTHER_TO_COM_FLAG","FAILED_OTS_TO_COM_FLAG","FAILED_OTS_TO_OTS_FLAG","FAILED_RTC_FLAG","FDICREGION","FDICREGION_DESC","FI_EFFDATE","FI_UNINUM","FRM_CLASS","FRM_CLASS_TYPE","FRM_CLASS_TYPE_DESC","FRM_CLCODE","FRM_CNTYNUM","FRM_INSAGENT1","FRM_ORGTYPE_NUM","FRM_PSTALP","FRM_PSTNUM","FRM_REGAGENT","ID","INSAGENT1","INSAGENT1_CHANGE_FLAG","INSAGENT2","INSTNAME","INSURED_COM_FLAG","INSURED_OTS_FLAG","LATITUDE","LONGITUDE","MADDR","MCITY","MSTALP","MSTATE","MZIP5","MZIPREST","NEW_CHARTER_DENOVO_FLAG","NEW_CHARTER_FLAG","OFF_CNTYNUM","OFF_NUM","ORGTYPE","ORGTYPE_NUM","ORG_ROLE_CDE","ORG_STAT_FLG","PADDR","PCITY","PROCDATE","PROCYEAR","PSTALP","PZIP5","PZIPREST","REGAGENT","REGAGENT_CHANGE_FLAG","RELOCATE_FLAG","REPORT_TYPE","SERVTYPE","SERVTYPE_DESC","STATE","STNUM","TRANSNUM","TRUST","UNASSIST_COM_TO_COM_FLAG","UNASSIST_COM_TO_OTS_FLAG","UNASSIST_OTHER_TO_COM_FLAG","UNASSIST_OTS_TO_COM_FLAG","UNASSIST_OTS_TO_OTS_FLAG","UNINUM","VOLUNTARY_LIQUIDATION_FLAG","WITHDRAW_INSURANCE_COM_FLAG","FRM_CERT","FRM_CHARTAGENT","FRM_CNTYNAME","FRM_INSTNAME","FRM_ORGTYPE","FRM_PADDR","FRM_PCITY","FRM_PZIP5","FRM_PZIPREST","FRM_TRUST"
"2005-09-28T00:00:00","2005","0","Y","58009","110","NEW INSTITUTION","Institution established. Original name: Lehman Brothers Commercial Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","23","SALT LAKE","35","2005-08-24T00:00:00","2005","9999-12-31T00:00:00","9999","2005-08-24T00:00:00","2005","0","0","0","0","0","2","NEW YORK","","0","NM","C","Commercial","0","0","BIF","0","UT","0","FDIC","200510360_110_433598__","BIF","0","","Lehman Brothers Commercial Bank","0","0","40.619223000000034","-111.69422999999995","WOODLANDS BUSINESS PARK TOWER #1","SALT LAKE CITY","UT","UTAH","84107","2506","1","1","0","0","INDUSTRIAL BANK","20","FI","N","4001 SOUTH 700 EAST, SUITE 410","SALT LAKE CITY","2005-09-06T00:00:00","2005","UT","84121","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","UTAH","49","200510360","","0","0","0","0","0","433598","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","57878","110","NEW INSTITUTION","Institution established. Original name: Nstar Community Bank ().","STATE","0","0","0","0","SM","0","C","Commercial","13","OAKLAND","125","2005-09-07T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-07T00:00:00","2005","0","0","0","0","0","9","CHICAGO","","0","SM","C","Commercial","0","0","BIF","0","MI","0","FED","200510507_110_428792__","BIF","0","","Nstar Community Bank","0","0","42.521208","-83.28557","31780 TELEGRAPH ROAD","BINGHAM FARMS","MI","MICHIGAN","48025","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","31780 TELEGRAPH ROAD","BINGHAM FARMS","2005-09-07T00:00:00","2005","MI","48025","0000","FED","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","MICHIGAN","26","200510507","","0","0","0","0","0","428792","0","0","","","","","","","","","",""
"2005-10-16T00:00:00","2005","0","Y","58063","110","NEW INSTITUTION","Institution established. Original name: Vision Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","HENNEPIN","53","2005-09-12T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-12T00:00:00","2005","0","0","0","0","0","11","KANSAS CITY","","0","NM","C","Commercial","0","0","BIF","0","MN","0","FDIC","200511008_110_438758__","BIF","0","","Vision Bank","0","0","44.945457","-93.339343","3059 Joppa Ave S","Saint Louis Park","MN","MINNESOTA","55416","4458","1","1","0","0","COMMERCIAL BANK","10","FI","N","4725 HIGHWAY 7","SAINT LOUIS PARK","2005-09-13T00:00:00","2005","MN","55416","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","MINNESOTA","27","200511008","","0","0","0","0","0","438758","0","0","","","","","","","","","",""
"2005-09-15T00:00:00","2005","0","Y","58083","110","NEW INSTITUTION","Institution established. Original name: Texas Country Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","TRAVIS","453","2005-09-12T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-12T00:00:00","2005","0","0","0","0","0","13","DALLAS","","0","NM","C","Commercial","0","0","BIF","0","TX","0","FDIC","200511033_110_439323__","BIF","0","","Texas Country Bank","0","0","30.339239","-97.970667","2300 LOHMAN'S SPUR, SUITE 180","LAKEWAY","TX","TEXAS","78734","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","2300 LOHMAN'S SPUR, SUITE 180","LAKEWAY","2005-09-13T00:00:00","2005","TX","78734","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","TEXAS","48","200511033","","0","0","0","0","0","439323","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","58056","110","NEW INSTITUTION","Institution established. Original name: Southshore Community Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","HILLSBOROUGH","57","2005-09-12T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-12T00:00:00","2005","0","0","0","0","0","5","ATLANTA","","0","NM","C","Commercial","21","57","BIF","10","FL","12","FDIC","200511089_110_437884__","BIF","0","","Southshore Community Bank","0","0","0","0","P.O. BOX 3590","APOLLO BEACH","FL","FLORIDA","33572","3590","0","1","0","0","COMMERCIAL BANK","10","FI","N","5998 U.S. HIGHWAY 41 NORTH, SUITE A","APOLLO BEACH","2005-09-15T00:00:00","2005","FL","33572","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","FLORIDA","12","200511089","","0","0","0","0","0","437884","0","0","58056","STATE","HILLSBOROUGH","Southshore Community Bank","COMMERCIAL BANK","5998 U.S. HIGHWAY 41 NORTH, SUITE A","APOLLO BEACH","33572","0000",""
"2006-03-29T00:00:00","2006","0","Y","58016","110","NEW INSTITUTION","Institution established. Original name: Commerce Bank of Southwest Florida ().","STATE","0","0","0","0","NM","0","C","Commercial","21","LEE","71","2005-09-14T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-14T00:00:00","2005","0","0","0","0","0","9","CHICAGO","","0","NM","C","Commercial","21","71","BIF","10","FL","12","FDIC","200511091_110_433873__","BIF","0","","Commerce Bank of Southwest Florida","0","0","26.594119","-81.885238","1520 ROYAL PALM SQUARE BOULEVARD, SUITE 100","FORT MYERS","FL","FLORIDA","33919","0000","0","1","0","0","COMMERCIAL BANK","10","FI","N","1520 ROYAL PALM SQUARE BOULEVARD, SUITE 100","FORT MYERS","2005-09-15T00:00:00","2005","FL","33919","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","FLORIDA","12","200511091","","0","0","0","0","0","433873","0","0","58016","STATE","LEE","Commerce Bank of Southwest Florida","COMMERCIAL BANK","1520 ROYAL PALM SQUARE BOULEVARD, SUITE 100","FORT MYERS","33919","0000",""
"2005-09-18T00:00:00","2005","0","Y","57837","110","NEW INSTITUTION","Institution established. Original name: Noble Community Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","SUSSEX","37","2005-08-29T00:00:00","2005","9999-12-31T00:00:00","9999","2005-08-29T00:00:00","2005","0","0","0","0","0","2","NEW YORK","","0","NM","C","Commercial","0","0","BIF","0","NJ","0","FDIC","200511119_110_427730__","BIF","0","","Noble Community Bank","0","0","41.065913","-74.651521","351 SPARTA AVENUE","SPARTA","NJ","NEW JERSEY","07871","1113","1","1","0","0","COMMERCIAL BANK","10","FI","N","376 LAFAYETTE ROAD","SPARTA","2005-09-15T00:00:00","2005","NJ","07871","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","NEW JERSEY","34","200511119","","0","0","0","0","0","427730","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","57972","110","NEW INSTITUTION","Institution established. Original name: Foundations Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","WAUKESHA","133","2005-09-20T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-20T00:00:00","2005","0","0","0","0","0","9","CHICAGO","","0","NM","C","Commercial","0","0","BIF","0","WI","0","FDIC","200511214_110_432831__","BIF","0","","Foundations Bank","0","0","43.083632","-88.22056","N35 W23877 HIGHFIELD COURT","PEWAUKEE","WI","WISCONSIN","53072","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","N35 W23770 CAPITOL DRIVE","PEWAUKEE","2005-09-20T00:00:00","2005","WI","53072","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","WISCONSIN","55","200511214","","0","0","0","0","0","432831","0","0","","","","","","","","","",""
"2006-01-16T00:00:00","2006","0","Y","58061","110","NEW INSTITUTION","Institution established. Original name: Continental Bank ().","OTS","0","0","0","0","SB","0","S","Savings","33","MONTGOMERY","91","2005-09-07T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-07T00:00:00","2005","0","0","0","0","0","2","NEW YORK","","0","SB","S","Savings","0","0","SAIF","0","PA","0","OTS","200511215_110_437942__","SAIF","0","","Continental Bank","0","0","40.119032","-75.28649","620 WEST GERMANTOWN PIKE, SUITE 350","PLYMOUTH MEETING","PA","PENNSYLVANIA","19462","0000","1","1","0","0","STOCK SAVINGS BANK","115","FI","N","620 WEST GERMANTOWN PIKE, SUITE 350","PLYMOUTH MEETING","2005-09-20T00:00:00","2005","PA","19462","0000","OTS","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","PENNSYLVANIA","42","200511215","","0","0","0","0","0","437942","0","0","","","","","","","","","",""
"2005-09-27T00:00:00","2005","0","Y","58004","110","NEW INSTITUTION","Institution established. Original name: Tri-Valley Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","CONTRA COSTA","13","2005-09-26T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-26T00:00:00","2005","0","0","0","0","0","14","SAN FRANCISCO","","0","NM","C","Commercial","0","0","BIF","0","CA","0","FDIC","200511350_110_433536__","BIF","0","","Tri-Valley Bank","0","0","37.774912","-121.976619","3160 CROW CANYON ROAD, SUITE 160","SAN RAMON","CA","CALIFORNIA","94583","1368","1","1","0","0","COMMERCIAL BANK","10","FI","N","2410 SAN RAMON VALLEY BOULEVARD, SUITE 115","SAN RAMON","2005-09-27T00:00:00","2005","CA","94583","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200511350","","0","0","0","0","0","433536","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","57866","110","NEW INSTITUTION","Institution established. Original name: AztecAmerica Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","COOK","31","2005-09-26T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-26T00:00:00","2005","0","0","0","0","0","9","CHICAGO","","0","NM","C","Commercial","21","31","BIF","10","IL","17","FDIC","200511389_110_428530__","BIF","0","","AztecAmerica Bank","0","0","41.851017","-87.793325","2136 SOUTH OAK PARK AVENUE","BERWYN","IL","ILLINOIS","60402","0000","0","1","0","0","COMMERCIAL BANK","10","FI","N","2136 SOUTH OAK PARK AVENUE","BERWYN","2005-09-29T00:00:00","2005","IL","60402","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","ILLINOIS","17","200511389","","0","0","0","0","0","428530","0","0","57866","STATE","COOK","AztecAmerica Bank","COMMERCIAL BANK","2136 SOUTH OAK PARK AVENUE","BERWYN","60402","0000",""
"2006-03-29T00:00:00","2006","0","Y","57994","110","NEW INSTITUTION","Institution established. Original name: Northside Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","BARTOW","15","2005-09-26T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-26T00:00:00","2005","0","0","0","0","0","5","ATLANTA","","0","NM","C","Commercial","0","0","BIF","0","GA","0","FDIC","200511391_110_433263__","BIF","0","","Northside Bank","0","0","34.376869","-84.916144","P.O. BOX 283","ADAIRSVILLE","GA","GEORGIA","30103","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","7741 ADAIRSVILLE HIGHWAY","ADAIRSVILLE","2005-09-29T00:00:00","2005","GA","30103","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","GEORGIA","13","200511391","","0","0","0","0","0","433263","0","0","","","","","","","","","",""
"2005-09-29T00:00:00","2005","0","Y","58186","110","NEW INSTITUTION","Institution established. Original name: Pinnacle Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","MARICOPA","13","2005-09-28T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-28T00:00:00","2005","0","0","0","0","0","14","SAN FRANCISCO","","0","NM","C","Commercial","0","0","BIF","0","AZ","0","FDIC","200511394_110_441435__","BIF","0","","Pinnacle Bank","0","0","33.614849","-111.893372","14287 NORTH 87TH STREET, SUITE 123","SCOTTSDALE","AZ","ARIZONA","85260","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","14287 NORTH 87TH STREET, SUITE 123","SCOTTSDALE","2005-09-29T00:00:00","2005","AZ","85260","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","ARIZONA","4","200511394","","0","0","0","0","0","441435","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","58043","110","NEW INSTITUTION","Institution established. Original name: Providence Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","POLK","105","2005-09-30T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-30T00:00:00","2005","0","0","0","0","0","5","ATLANTA","","0","NM","C","Commercial","0","0","BIF","0","FL","0","FDIC","200511413_110_437010__","BIF","0","","Providence Bank","0","0","28.00763","-81.726902","1501 FIRST STREET SOUTH","WINTER HAVEN","FL","FLORIDA","33880","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","1501 FIRST STREET SOUTH","WINTER HAVEN","2005-09-30T00:00:00","2005","FL","33880","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","FLORIDA","12","200511413","","0","0","0","0","0","437010","0","0","","","","","","","","","",""
"2005-10-16T00:00:00","2005","0","Y","58071","110","NEW INSTITUTION","Institution established. Original name: LibertyPointe Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","NEW YORK","61","2005-10-03T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-03T00:00:00","2005","0","0","0","0","0","2","NEW YORK","","0","NM","C","Commercial","0","0","BIF","0","NY","0","FDIC","200511426_110_438820__","BIF","0","","LibertyPointe Bank","0","0","40.708522","-74.010927","120 BROADWAY","NEW YORK","NY","NEW YORK","10005","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","120 BROADWAY","NEW YORK","2005-10-03T00:00:00","2005","NY","10005","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","NEW YORK","36","200511426","","0","0","0","0","0","438820","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","57870","110","NEW INSTITUTION","Institution established. Original name: State Bank and Trust Company ().","STATE","0","0","0","0","NM","0","C","Commercial","21","DOOLY","93","2005-10-03T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-03T00:00:00","2005","0","0","0","0","0","5","ATLANTA","","0","NM","C","Commercial","21","93","BIF","10","GA","13","FDIC","200511428_110_428584__","BIF","0","","State Bank and Trust Company","0","0","0","0","P.O. BOX 4748","MACON","GA","GEORGIA","31208","4748","0","1","0","0","COMMERCIAL BANK","10","FI","N","321 FULLINGTON AVENUE","PINEHURST","2005-10-03T00:00:00","2005","GA","31070","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","GEORGIA","13","200511428","","0","0","0","0","0","428584","0","0","57870","STATE","DOOLY","State Bank and Trust Company","COMMERCIAL BANK","321 FULLINGTON AVENUE","PINEHURST","31070","0000",""
"2005-10-31T00:00:00","2005","0","Y","58097","110","NEW INSTITUTION","Institution established. Original name: Berkshire Municipal Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","ONEIDA","65","2005-10-03T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-03T00:00:00","2005","0","0","0","0","0","2","NEW YORK","","0","NM","C","Commercial","0","0","BIF","0","NY","0","FDIC","200511445_110_439653__","BIF","0","","Berkshire Municipal Bank","0","0","42.937616","-75.466823","41 STATE STREET","ALBANY","NY","NEW YORK","12207","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","212 MAIN STREET","ORISKANY FALLS","2005-10-03T00:00:00","2005","NY","13425","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","NEW YORK","36","200511445","","0","0","0","0","0","439653","0","0","","","","","","","","","",""
"2005-10-06T00:00:00","2005","0","Y","58019","110","NEW INSTITUTION","Institution established. Original name: Coronado First Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","SAN DIEGO","73","2005-10-03T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-03T00:00:00","2005","0","0","0","0","0","14","SAN FRANCISCO","","0","NM","C","Commercial","0","0","BIF","0","CA","0","FDIC","200511513_110_433906__","BIF","0","","Coronado First Bank","0","0","32.688688","-117.178001","801 ORANGE AVENUE","CORONADO","CA","CALIFORNIA","92118","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","801 ORANGE AVENUE","CORONADO","2005-10-05T00:00:00","2005","CA","92118","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200511513","","0","0","0","0","0","433906","0","0","","","","","","","","","",""
"2006-02-06T00:00:00","2006","0","Y","58095","110","NEW INSTITUTION","Institution established. Original name: Idaho First Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","VALLEY","85","2005-10-03T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-03T00:00:00","2005","0","0","0","0","0","14","SAN FRANCISCO","","0","NM","C","Commercial","21","85","BIF","10","ID","16","FDIC","200511517_110_439648__","BIF","0","","Idaho First Bank","0","0","44.91027","-116.105915","475 E. DEINHARD LANE","MCCALL","ID","IDAHO","83638","4800","0","1","0","0","COMMERCIAL BANK","10","FI","N","101 EAST LAKE STREET","MCCALL","2005-10-05T00:00:00","2005","ID","83638","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","IDAHO","16","200511517","","0","0","0","0","0","439648","0","0","58095","STATE","VALLEY","Idaho First Bank","COMMERCIAL BANK","101 EAST LAKE STREET","MCCALL","83638","0000",""
"2005-10-19T00:00:00","2005","0","Y","57969","110","NEW INSTITUTION","Institution established. Original name: Town North Bank Nevada, National Association ().","OCC","0","0","0","0","N","0","C","Commercial","3","CLARK","3","2005-10-06T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-06T00:00:00","2005","0","0","0","0","0","14","SAN FRANCISCO","","0","N","C","Commercial","0","0","BIF","0","NV","0","OCC","200511597_110_432805__","BIF","0","","Town North Bank Nevada, National Association","0","0","36.102683","-115.100773","871 CORONADO CENTER DRIVE","HENDERSON","NV","NEVADA","89052","3977","1","1","0","0","COMMERCIAL BANK","10","FI","N","4760 SOUTH PECOS ROAD","LAS VEGAS","2005-10-07T00:00:00","2005","NV","89121","5828","OCC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","NEVADA","32","200511597","","0","0","0","0","0","432805","0","0","","","","","","","","","",""
"2005-10-19T00:00:00","2005","0","Y","58001","110","NEW INSTITUTION","Institution established. Original name: MagnetBank ().","STATE","0","0","0","0","NM","0","C","Commercial","23","SALT LAKE","35","2005-09-29T00:00:00","2005","9999-12-31T00:00:00","9999","2005-09-29T00:00:00","2005","0","0","0","0","0","14","SAN FRANCISCO","","0","NM","C","Commercial","0","0","BIF","0","UT","0","FDIC","200511617_110_433480__","BIF","0","","MagnetBank","0","0","40.633153","-111.810657","2825 EAST COTTONWOOD PARKWAY, SUITE 180","SALT LAKE CITY","UT","UTAH","84121","0000","1","1","0","0","INDUSTRIAL BANK","20","FI","N","2825 EAST COTTONWOOD PARKWAY, SUITE 180","SALT LAKE CITY","2005-10-11T00:00:00","2005","UT","84121","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","UTAH","49","200511617","","0","0","0","0","0","433480","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","58111","110","NEW INSTITUTION","Institution established. Original name: Noble Bank & Trust, N.A. ().","OCC","0","0","0","0","N","0","C","Commercial","3","CALHOUN","15","2005-10-11T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-11T00:00:00","2005","0","0","0","0","0","5","ATLANTA","","0","N","C","Commercial","0","0","BIF","0","AL","0","OCC","200511621_110_439956__","BIF","0","","Noble Bank & Trust, N.A.","0","0","33.663880592392864","-85.82654356031097","1509 QUINTARD AVENUE","ANNISTON","AL","ALABAMA","36201","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","1509 QUINTARD AVENUE","ANNISTON","2005-10-12T00:00:00","2005","AL","36201","0000","OCC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","ALABAMA","1","200511621","","0","0","0","0","0","439956","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","58049","110","NEW INSTITUTION","Institution established. Original name: Eclipse Bank, Inc. ().","STATE","0","0","0","0","NM","0","C","Commercial","21","JEFFERSON","111","2005-10-14T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-14T00:00:00","2005","0","0","0","0","0","9","CHICAGO","","0","NM","C","Commercial","0","0","BIF","0","KY","0","FDIC","200511793_110_437273__","BIF","0","","Eclipse Bank, Inc.","0","0","38.25482","-85.656885","3827 SHELBYVILLE ROAD","LOUISVILLE","KY","KENTUCKY","40207","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","135 CHENOWETH LANE","LOUISVILLE","2005-10-17T00:00:00","2005","KY","40207","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","KENTUCKY","21","200511793","","0","0","0","0","0","437273","0","0","","","","","","","","","",""
"2005-10-19T00:00:00","2005","0","Y","58060","110","NEW INSTITUTION","Institution established. Original name: First General Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","LOS ANGELES","37","2005-10-13T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-13T00:00:00","2005","0","0","0","0","0","14","SAN FRANCISCO","","0","NM","C","Commercial","0","0","BIF","0","CA","0","FDIC","200511799_110_437941__","BIF","0","","First General Bank","0","0","33.986512","-117.889166","1744 SOUTH NOGALES STREET","ROWLAND HEIGHTS","CA","CALIFORNIA","91748","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","1744 SOUTH NOGALES STREET","ROWLAND HEIGHTS","2005-10-17T00:00:00","2005","CA","91748","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","CALIFORNIA","6","200511799","","0","0","0","0","0","437941","0","0","","","","","","","","","",""
"2005-11-02T00:00:00","2005","0","Y","58048","110","NEW INSTITUTION","Institution established. Original name: Highlands State Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","SUSSEX","37","2005-10-17T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-17T00:00:00","2005","0","0","0","0","0","2","NEW YORK","","0","NM","C","Commercial","0","0","BIF","0","NJ","0","FDIC","200511847_110_437272__","BIF","0","","Highlands State Bank","0","0","41.200128","-74.481355","310 ROUTE 94, P.O. BOX 160","VERNON","NJ","NEW JERSEY","07462","","1","1","0","0","COMMERCIAL BANK","10","FI","N","310 ROUTE 94","VERNON","2005-10-18T00:00:00","2005","NJ","07462","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","NEW JERSEY","34","200511847","","0","0","0","0","0","437272","0","0","","","","","","","","","",""
"2006-03-29T00:00:00","2006","0","Y","58106","110","NEW INSTITUTION","Institution established. Original name: Riverland Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","SCOTT","139","2005-10-20T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-20T00:00:00","2005","0","0","0","0","0","11","KANSAS CITY","","0","NM","C","Commercial","0","0","BIF","0","MN","0","FDIC","200511920_110_439881__","BIF","0","","Riverland Bank","0","0","44.666432","-93.635913","700 SEVILLE DRIVE","JORDAN","MN","MINNESOTA","55352","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","700 SEVILLE DRIVE","JORDAN","2005-10-20T00:00:00","2005","MN","55352","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","MINNESOTA","27","200511920","","0","0","0","0","0","439881","0","0","","","","","","","","","",""
"2006-01-25T00:00:00","2006","0","Y","58076","110","NEW INSTITUTION","Institution established. Original name: American Trust Bank ().","STATE","0","0","0","0","NM","0","C","Commercial","21","ADAIR","1","2005-10-24T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-24T00:00:00","2005","0","0","0","0","0","11","KANSAS CITY","","0","NM","C","Commercial","0","0","BIF","0","MO","0","FDIC","200511982_110_438893__","BIF","0","","American Trust Bank","0","0","40.221448","-92.58279","P.O. BOX 1077","KIRKSVILLE","MO","MISSOURI","63501","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","2817 NORTH BALTIMORE","KIRKSVILLE","2005-10-24T00:00:00","2005","MO","63501","0000","FDIC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","MISSOURI","29","200511982","","0","0","0","0","0","438893","0","0","","","","","","","","","",""
"2005-11-01T00:00:00","2005","0","Y","58115","110","NEW INSTITUTION","Institution established. Original name: OakStar Bank, National Association ().","OCC","0","0","0","0","N","0","C","Commercial","3","GREENE","77","2005-10-24T00:00:00","2005","9999-12-31T00:00:00","9999","2005-10-24T00:00:00","2005","0","0","0","0","0","11","KANSAS CITY","","0","N","C","Commercial","0","0","BIF","0","MO","0","OCC","200511990_110_439984__","BIF","0","","OakStar Bank, National Association","0","0","37.159563","-93.281247","1020 East Battlefield Road","Springfield","MO","MISSOURI","65807","0000","1","1","0","0","COMMERCIAL BANK","10","FI","N","1020 EAST BATTLEFIELD ROAD","SPRINGFIELD","2005-10-24T00:00:00","2005","MO","65807","0000","OCC","0","0","110","11","FULL SERVICE - BRICK AND MORTAR","MISSOURI","29","200511990","","0","0","0","0","0","439984","0","0","","","","","","","","","",""
